FileName,difficulty,diff,JPName,ENName,Vintage,SongName,Artist,Difficulty,Length,easy,med,hard,very hard,Genres,Tags
Maebashi Witches - Sugosugi Maebashi Witches! by Maebashi Witches [amq-79586].webm,medium,medium,Maebashi Witches,Maebashi Witches,Spring 2025,Sugosugi Maebashi Witches!,Maebashi Witches,50,"87,015",,,,,,
The Gorilla God's Go-To Girl - Illuminate by Shugo Nakamura [amq-79525].webm,easy,easy,Gorilla no Kami kara Kago Sareta Reijou wa Ouritsu Kishidan de Kawaigareru,The Gorilla God's Go-To Girl,Spring 2025,Illuminate,Shugo Nakamura,27,"88,974",,,,,,
"The Mononoke Lecture Logs of Chuzenji-sensei He Just Solves All the Mysteries - Kanojo wa Ima, Meikyuu no Naka. by HoneyWorks feat. KAF [amq-79537].webm",easy,easy,Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo o Toite Shimaukara.,The Mononoke Lecture Logs of Chuzenji-sensei: He Just Solves All the Mysteries,Spring 2025,"Kanojo wa Ima, Meikyuu no Naka.",HoneyWorks feat. KAF,29,"87,719",,,,,,
The Too-Perfect Saint Tossed Aside by My Fiance and Sold To Another Kingdom - Ai Toka. by Riria. [amq-79549].webm,easy,easy,Kanpeki Sugite Kawaige ga Nai to Konyaku Haki Sareta Seijo wa Ringoku ni Urareru,The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold To Another Kingdom,Spring 2025,Ai Toka.,Riria.,33,"87,935",,,,,,
Uchuujin MuuMuu - Fushigi na Kimi by Saba Sister [amq-79552].webm,easy,easy,Uchuujin MuuMuu,Uchuujin MuuMuu,Spring 2025,Fushigi na Kimi,Saba Sister,20,"89,521",,,,,,
Uchuujin MuuMuu - MOVE MOVE by Ako [amq-79995].webm,easy,easy,Uchuujin MuuMuu,Uchuujin MuuMuu,Spring 2025,MOVE MOVE,Ako,22,"88,975",,,,,,
Mobile Suit Gundam GQuuuuuuX - Plazma by Kenshi Yonezu [amq-79605].webm,medium,medium,Kidou Senshi Gundam GQuuuuuuX,Mobile Suit Gundam GQuuuuuuX,Spring 2025,Plazma,Kenshi Yonezu,54,"89,353",,,,,,
My Hero Academia Vigilantes - Kekka Orai by Kocchi no Kento [amq-79540].webm,hard,hard,Vigilante: Boku no Hero Academia Illegals,My Hero Academia: Vigilantes,Spring 2025,Kekka Orai,Kocchi no Kento,60,"89,014",,,,,,
I've Been Killing Slimes For 300 Years And Maxed Out My Level Season 2 - So☆Lucky by Yui Ogura [amq-79578].webm,easy,easy,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",I've Been Killing Slimes For 300 Years And Maxed Out My Level Season 2,Spring 2025,So☆Lucky,Yui Ogura,38,"89,104",,,,,,
"Can a Boy-Girl Friendship Survive - Shitsumon, Koi tte Nan Deshou ka by HoneyWorks feat. HaKoniwalily [amq-79570].webm",medium,medium,"Danjo no Yuujou wa Seiritsu Suru? (Iya, Shinai!!)",Can a Boy-Girl Friendship Survive?,Spring 2025,"Shitsumon, Koi tte Nan Deshou ka?",HoneyWorks feat. HaKoniwalily,41,"89,395",,,,,,
The Brilliant Healer's New Life in the Shadows - Light Maker by bokula. [amq-79557].webm,easy,easy,"Isshun de Chiryou Shiteita no ni Yakutatazu to Tsuihou Sareta Tensai Chiyushi, Yami Healer to Shite Tanoshiku Ikiru",The Brilliant Healer's New Life in the Shadows,Spring 2025,Light Maker,bokula.,26,"88,339",,,,,,
Teogonia - Shoudou by Emi Noda [amq-79574].webm,easy,easy,Teogonia,Teogonia,Spring 2025,Shoudou,Emi Noda,24,"88,261",,,,,,
A Ninja and an Assassin Under One Roof - Yaren no Endless by Kana Hanazawa [amq-79559].webm,medium,medium,Ninja to Koroshiya no Futarigurashi,A Ninja and an Assassin Under One Roof,Spring 2025,Yaren no? Endless,Kana Hanazawa,42,"88,394",,,,,,
Rock is a Lady's Modesty - Ready to Rock by BAND-MAID [amq-79562].webm,medium,medium,Rock wa Lady no Tashinamideshite,Rock is a Lady's Modesty,Spring 2025,Ready to Rock,BAND-MAID,53,"89,521",,,,,,
"Bye Bye, Earth - Aufheben by Who-ya Extended [amq-79573].webm",easy,easy,"Bye Bye, Earth","Bye Bye, Earth",Spring 2025,Aufheben,Who-ya Extended,28,"89,638",,,,,,
#Compass 2.0 Animation Project - Hakudou by Nana Mizuki [amq-79594].webm,easy,easy,#Compass 2.0: Sentou Setsuri Kaiseki System,#Compass 2.0 Animation Project,Spring 2025,Hakudou,Nana Mizuki,33,"89,937",,,,,,
Summer Pockets - ALKATALE by Konomi Suzuki [amq-79591].webm,medium,medium,Summer Pockets,Summer Pockets,Spring 2025,ALKATALE,Konomi Suzuki,50,"89,478",,,,,,
Summer Pockets - FINISTELLER by Konomi Suzuki [amq-80442].webm,medium,medium,Summer Pockets,Summer Pockets,Spring 2025,FINISTELLER,Konomi Suzuki,40,"87,177",,,,,,
Go! Go! Loser Ranger! - Maji de Sekai Kaechau 5-byou Mae by ORANGE RANGE [amq-79582].webm,medium,medium,Sentai Daishikkaku,Go! Go! Loser Ranger!,Spring 2025,Maji de Sekai Kaechau 5-byou Mae,ORANGE RANGE,47,"87,135",,,,,,
Food for the Soul - Sonna Mon ne by asmi [amq-79580].webm,easy,easy,Hibi wa Sugiredo Meshi Umashi,Food for the Soul,Spring 2025,Sonna Mon ne,asmi,37,"89,304",,,,,,
Sword of the Demon Hunter - Continue by NEE [amq-79597].webm,easy,easy,Kijin Gentoushou,Sword of the Demon Hunter,Spring 2025,Continue,NEE,25,"88,055",,,,,,
Sword of the Demon Hunter - Ash by [Alexandros] [amq-80101].webm,easy,easy,Kijin Gentoushou,Sword of the Demon Hunter,Spring 2025,Ash,[Alexandros],26,"88,975",,,,,,
The Shiunji Family Children - Honey Lemon by NACHERRY [amq-79599].webm,easy,easy,Shiunji-ke no Kodomo-tachi,The Shiunji Family Children,Spring 2025,Honey Lemon,NACHERRY,34,"88,720",,,,,,
Apocalypse Hotel - skirt by aiko [amq-79603].webm,medium,medium,Apocalypse Hotel,Apocalypse Hotel,Spring 2025,skirt,aiko,44,"89,516",,,,,,
Yandere Dark Elf She Chased Me All the Way From Another World! - Omoi Ai by HATENKO-FOOFU [amq-79609].webm,easy,easy,Chotto Dake Ai ga Omoi Dark Elf ga Isekai Kara Oikakete Kita,Yandere Dark Elf: She Chased Me All the Way From Another World!,Spring 2025,Omoi Ai,HATENKO-FOOFU,23,"59,282",,,,,,
Mono - Many Merry Memories! by Cinephoto-bu [amq-79623].webm,medium,medium,Mono,Mono,Spring 2025,Many Merry Memories!,Cinephoto-bu,40,"88,645",,,,,,
Anne Shirley - Yokan by Tota [amq-79620].webm,easy,easy,Anne Shirley,Anne Shirley,Spring 2025,Yokan,Tota,37,"87,644",,,,,,
Shuukan Ranobe Anime - Hajimari no Aizu by Chihaya Yoshitake [amq-80090].webm,easy,easy,Shuukan Ranobe Anime,Shuukan Ranobe Anime,Spring 2025,Hajimari no Aizu,Chihaya Yoshitake,18,"89,262",,,,,,
Go! Go! Vehicle Zoo Vehicle Star-hen - Go! Go! Vehicle Zoo no Uta by Tomoko Sasaki [amq-74055].webm,easy,easy,Go! Go! Vehicle Zoo: Vehicle Star-hen,Go! Go! Vehicle Zoo: Vehicle Star-hen,Spring 2025,Go! Go! Vehicle Zoo no Uta,Tomoko Sasaki,26,"59,794",,,,,,
Don't Give Up! - Brand New Day by LEEVELLES [amq-81088].webm,easy,easy,Kono Koi de Hanaji o Tomete,Don't Give Up!,Spring 2025,Brand New Day,LEEVELLES,8,"89,975",,,,,,
Detectives These Days Are Crazy! - Suffer by Taiiku Okazaki [amq-79951].webm,easy,easy,Mattaku Saikin no Tantei to Kitara,Detectives These Days Are Crazy!,Summer 2025,Suffer,Taiiku Okazaki,37,"88,937",,,,,,
Takopi's Original Sin - Happy Lucky Chappy by ano [amq-79914].webm,medium,medium,Takopii no Genzai,Takopi's Original Sin,Summer 2025,Happy Lucky Chappy,ano,59,"67,275",,,,,,
New Saga - Enja by 4s4ki [amq-80050].webm,easy,easy,Tsuyokute New Saga,New Saga,Summer 2025,Enja,4s4ki,28,"89,975",,,,,,
April Showers Bring May Flowers - BLOOM by TWS feat. Ayumu Imazu [amq-79959].webm,easy,easy,Busu ni Hanataba o.,April Showers Bring May Flowers,Summer 2025,BLOOM,TWS feat. Ayumu Imazu,27,"88,303",,,,,,
Watari-kun's is About to Collapse - Yuurei ni Naritai by 'Yuika' [amq-79997].webm,easy,easy,Watari-kun no ×× ga Houkai Sunzen,Watari-kun's ****** is About to Collapse,Summer 2025,Yuurei ni Naritai,'Yuika',26,"86,885",,,,,,
Watari-kun's is About to Collapse - Futaribun by shallm [amq-80798].webm,easy,easy,Watari-kun no ×× ga Houkai Sunzen,Watari-kun's ****** is About to Collapse,Summer 2025,Futaribun,shallm,29,"89,395",,,,,,
"Reborn as a Vending Machine, I Now Wander the Dungeon Season 2 - Mirai Cider by BRADIO [amq-79969].webm",medium,medium,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu o Samayou 2nd Season,"Reborn as a Vending Machine, I Now Wander the Dungeon Season 2",Summer 2025,Mirai Cider,BRADIO,41,"89,475",,,,,,
Private Tutor to the Duke's Daughter - Wish for you by Ami Maeshima [amq-79985].webm,easy,easy,Koujo Denka no Kateikyoushi,Private Tutor to the Duke's Daughter,Summer 2025,Wish for you,Ami Maeshima,29,"89,554",,,,,,
Kamitsubaki City Under Construction - Utahime by V.W.P -Virtual Witch Phenomenon- [amq-79974].webm,easy,easy,Kamitsubaki-shi Kensetsuchuu.,Kamitsubaki City Under Construction,Summer 2025,Utahime,V.W.P -Virtual Witch Phenomenon-,38,"88,868",,,,,,
Kamitsubaki City Under Construction - Itami o by KAF [amq-80080].webm,medium,medium,Kamitsubaki-shi Kensetsuchuu.,Kamitsubaki City Under Construction,Summer 2025,Itami o,KAF,47,"55,716",,,,,,
The Rising of the Shield Hero Season 4 - Resolution by MADKID [amq-80045].webm,medium,medium,Tate no Yuusha no Nariagari Season 4,The Rising of the Shield Hero Season 4,Summer 2025,Resolution,MADKID,50,"89,477",,,,,,
Night of the Living Cat - CAT CITY by THE YELLOW MONKEY [amq-80019].webm,easy,easy,Night of the Living Cat,Night of the Living Cat,Summer 2025,CAT CITY,THE YELLOW MONKEY,29,"89,186",,,,,,
Call of the Night Season 2 - Mirage by Creepy Nuts [amq-80002].webm,hard,hard,Yofukashi no Uta Season 2,Call of the Night Season 2,Summer 2025,Mirage,Creepy Nuts,74,"86,975",,,,,,
Arknights Rise from Ember - End of Days by ReoNa [amq-80071].webm,medium,medium,Arknights: Enshin Shomei/Rise from Ember,Arknights: Rise from Ember,Summer 2025,End of Days,ReoNa,43,"88,136",,,,,,
Tougen Anki - OVERNIGHT by THE ORAL CIGARETTES [amq-80068].webm,easy,easy,Tougen Anki,Tougen Anki,Summer 2025,OVERNIGHT,THE ORAL CIGARETTES,33,"86,755",,,,,,
Tougen Anki - Amidakuji by Chogakusei [amq-80800].webm,easy,easy,Tougen Anki,Tougen Anki,Summer 2025,Amidakuji,Chogakusei,36,"89,520",,,,,,
The Summer Hikaru Died - Saikai by Vaundy [amq-80093].webm,medium,medium,Hikaru ga Shinda Natsu,The Summer Hikaru Died,Summer 2025,Saikai,Vaundy,45,"87,677",,,,,,
9 Ruler's Crown - ResoNAnce by ARAKI [amq-79954].webm,easy,easy,9: Ruler's Crown,9: Ruler's Crown,Summer 2025,ResoNAnce,ARAKI,33,"89,555",,,,,,
Mr. Osomatsu - Osomatsu-san no Bombashe! by DA PUMP [amq-80040].webm,medium,medium,Osomatsu-san,Mr. Osomatsu,Summer 2025,Osomatsu-san no Bombashe!,DA PUMP,41,"89,353",,,,,,
Apocalypse Bringer Mynoghra World Conquest Starts with the Civilization of Ruin - Majestic Catastrophe by Rico Sasaki [amq-80009].webm,easy,easy,Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku,Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin,Summer 2025,Majestic Catastrophe,Rico Sasaki,39,"88,975",,,,,,
Bad Girl - Super Big Love! by Tenrou-gun [amq-79957].webm,easy,easy,Bad Girl,Bad Girl,Summer 2025,Super Big Love!,Tenrou-gun,37,"89,104",,,,,,
Clevatess - Ruler by Mayu Maeshima [amq-80043].webm,easy,easy,Clevatess: Majuu no Ou to Akago to Shikabane no Yuusha,Clevatess,Summer 2025,Ruler,Mayu Maeshima,39,"89,229",,,,,,
Dealing with Mikadono Sisters Is a Breeze - Kimi ni Fusawashii Kiseki by Nichiyoubi no MAISONdes [amq-80054].webm,easy,easy,"Mikadono San Shimai wa Angai, Choroi",Dealing with Mikadono Sisters Is a Breeze,Summer 2025,Kimi ni Fusawashii Kiseki,Nichiyoubi no MAISONdes,26,"89,679",,,,,,
New Panty & Stocking with Garterbelt - Theme of New PANTY & STOCKING by TeddyLoid & ☆Taku Takahashi with Ashley & E.V.P [amq-80145].webm,hard,hard,New Panty & Stocking with Garterbelt,New Panty & Stocking with Garterbelt,Summer 2025,Theme of New PANTY & STOCKING,TeddyLoid & ☆Taku Takahashi with Ashley & E.V.P,73,"28,877",,,,,,
Rent-a-Girlfriend - Umitsuki by ClariS [amq-80036].webm,medium,medium,"Kanojo, Okarishimasu",Rent-a-Girlfriend,Summer 2025,Umitsuki,ClariS,42,"89,521",,,,,,
Hell Teacher Jigoku Sensei Nube - POWER -Akuryou Taisan- by -Shintenchi Kaibyaku Shudan- Zigzag [amq-79971].webm,easy,easy,Jigoku Sensei Nube,Hell Teacher: Jigoku Sensei Nube,Summer 2025,POWER -Akuryou Taisan-,-Shintenchi Kaibyaku Shudan- Zigzag,28,"89,515",,,,,,
A Couple of Cuckoos Season 2 - Kimi ga Kureta Mono by asmi [amq-80034].webm,easy,easy,Kakkou no Iinazuke Season 2,A Couple of Cuckoos Season 2,Summer 2025,Kimi ga Kureta Mono,asmi,27,"89,679",,,,,,
Betrothed to My Sister's Ex - Gesshoku by krage [amq-80004].webm,easy,easy,Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru,Betrothed to My Sister's Ex,Summer 2025,Gesshoku,krage,30,"88,014",,,,,,
Scooped Up By an S-Ranked Adventurer - Junjou de Are. by Gakuto Kajiwara [amq-79999].webm,easy,easy,"Yuusha Party o Tsuihou Sareta Shiro Madoushi, S-Rank Boukensha ni Hirowareru: Kono Shiro Madoushi ga Kikakugai Sugiru",Scooped Up By an S-Ranked Adventurer,Summer 2025,Junjou de Are.,Gakuto Kajiwara,22,"87,719",,,,,,
Rascal Does Not Dream of Santa Claus - Snowdrop by Conton Candy [amq-79991].webm,medium,medium,Seishun Buta Yarou wa Santa Claus no Yume o Minai,Rascal Does Not Dream of Santa Claus,Summer 2025,Snowdrop,Conton Candy,40,"89,436",,,,,,
Secrets of the Silent Witch - Feel by Hitsujibungaku [amq-80069].webm,medium,medium,Silent Witch: Chinmoku no Majo no Kakushigoto,Secrets of the Silent Witch,Summer 2025,Feel,Hitsujibungaku,51,"89,847",,,,,,
With You and the Rain - Ame to by Mamiko Suzuki [amq-79955].webm,easy,easy,Ame to Kimi to,With You and the Rain,Summer 2025,Ame to,Mamiko Suzuki,37,"87,975",,,,,,
Cultural Exchange with a Game Centre Girl - Futari no Start Button by Sally Amaki & Reo Osanai [amq-80011].webm,easy,easy,GaCen Shoujo to Ibunka Kouryuu,Cultural Exchange with a Game Centre Girl,Summer 2025,Futari no Start Button,Sally Amaki & Reo Osanai,27,"88,555",,,,,,
Ruri Rocks - Hikari no Sumika by Rei Yasuda [amq-80023].webm,medium,medium,Ruri no Houseki,Ruri Rocks,Summer 2025,Hikari no Sumika,Rei Yasuda,46,"88,229",,,,,,
The Fragrant Flower Blooms With Dignity - Manazashi wa Hikari by Tatsuya Kitani [amq-79982].webm,medium,medium,Kaoru Hana wa Rin to Saku,The Fragrant Flower Blooms With Dignity,Summer 2025,Manazashi wa Hikari,Tatsuya Kitani,49,"89,020",,,,,,
Shinobanai! CryptoNinja Sakuya - CryptoNinja Sakuya by Nami Miyahara [amq-75558].webm,very hard,very hard,Shinobanai! CryptoNinja Sakuya,Shinobanai! CryptoNinja Sakuya,Summer 2025,CryptoNinja Sakuya,Nami Miyahara,84,"38,153",,,,,,
City the Animation - Hello by Furui Riho [amq-80016].webm,medium,medium,City the Animation,City the Animation,Summer 2025,Hello,Furui Riho,49,"89,020",,,,,,
Grand Blue Dreaming Season 2 - Seishun Towa by Shonan no Kaze feat. Atarashii Gakkou no Leaders [amq-80031].webm,hard,hard,Grand Blue Season 2,Grand Blue Dreaming Season 2,Summer 2025,Seishun Towa,Shonan no Kaze feat. Atarashii Gakkou no Leaders,62,"84,599",,,,,,
"With Vengeance, Sincerely, Your Broken Saintess - DiZZY by Reina Washio [amq-80048].webm",easy,easy,Kizu Darake Seijo Yori Houfuku o Komete,"With Vengeance, Sincerely, Your Broken Saintess",Summer 2025,DiZZY,Reina Washio,24,"89,296",,,,,,
Hotel Inhumans - Mr. Moonlight by imase [amq-80020].webm,easy,easy,Hotel Inhumans,Hotel Inhumans,Summer 2025,Mr. Moonlight,imase,25,"88,637",,,,,,
Dekin no Mogura The Earthbound Mole - Kamidanomi by syudou [amq-80013].webm,easy,easy,Dekin no Mogura,Dekin no Mogura: The Earthbound Mole,Summer 2025,Kamidanomi,syudou,32,"89,187",,,,,,
"Uglymug, Epicfighter - My Way by TEMPEST [amq-80014].webm",easy,easy,Busamen Gachi Fighter,"Uglymug, Epicfighter",Summer 2025,My Way,TEMPEST,28,"87,968",,,,,,
There's No Freaking Way I'll Be Your Lover! Unless... - Muri Muri Shinkaron by Akari Nanawo [amq-80042].webm,medium,medium,"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)",There's No Freaking Way I'll Be Your Lover! Unless...,Summer 2025,Muri Muri Shinkaron,Akari Nanawo,49,"89,435",,,,,,
Necronomico and the Cosmic Horror Show - Kakushouron by Ryushen [amq-80038].webm,easy,easy,Necronomico no Cosmic Horror Show,Necronomico and the Cosmic Horror Show,Summer 2025,Kakushouron,Ryushen,23,"88,936",,,,,,
See You Tomorrow at the Food Court - Mikansei ni Matataite by Oisicle Melonpan [amq-80027].webm,easy,easy,"Food Court de, Mata Ashita.",See You Tomorrow at the Food Court,Summer 2025,Mikansei ni Matataite,Oisicle Melonpan,34,"88,228",,,,,,
Welcome to the Outcast's Restaurant! - Unique by Dannie May [amq-79994].webm,easy,easy,Tsuihousha Shokudou e Youkoso!,Welcome to the Outcast's Restaurant!,Summer 2025,Unique,Dannie May,24,"89,137",,,,,,
My Dress-Up Darling - Ao to Kirameki by Spira Spica [amq-80086].webm,medium,medium,Sono Bisque Doll wa Koi o Suru,My Dress-Up Darling,Summer 2025,Ao to Kirameki,Spira Spica,59,"89,517",,,,,,
Dandadan - Kakumei Douchuu by AiNA THE END [amq-79962].webm,hard,hard,Dandadan,Dandadan,Summer 2025,Kakumei Douchuu,AiNA THE END,72,"89,645",,,,,,
Fermat Kitchen - Maillard by OSHIKIKEIGO [amq-79966].webm,easy,easy,Fermat no Ryouri,Fermat Kitchen,Summer 2025,Maillard,OSHIKIKEIGO,28,"86,893",,,,,,
The Water Magician - Blue Motion by Meiyo Densetsu [amq-79987].webm,medium,medium,Mizu Zokusei no Mahoutsukai,The Water Magician,Summer 2025,Blue Motion,Meiyo Densetsu,41,"89,521",,,,,,
The Shy Hero and the Assassin Princesses - Tenden Barabara by Yoshino [amq-80084].webm,easy,easy,Kizetsu Yuusha to Ansatsu-hime,The Shy Hero and the Assassin Princesses,Summer 2025,Tenden Barabara,Yoshino,25,"89,262",,,,,,
Onmyo Kaiten Re Birth Verse - CRY OUT CRY OVER by Who-ya Extended [amq-79990].webm,easy,easy,Onmyou Kaiten Re:verse,Onmyo Kaiten Re:Birth Verse,Summer 2025,CRY OUT CRY OVER,Who-ya Extended,28,"89,302",,,,,,
Cute High Earth Defense Club Haikara! - Haikara de GO!! by Haikara Roman-dan [amq-80029].webm,medium,medium,Binan Koukou Chikyuu Bouei-bu Haikara!,Cute High Earth Defense Club Haikara!,Summer 2025,Haikara de GO!!,Haikara Roman-dan,41,"89,846",,,,,,
Sakamoto Days - Method by Kroi [amq-80089].webm,medium,medium,Sakamoto Days,Sakamoto Days,Summer 2025,Method,Kroi,43,"89,395",,,,,,
Dr. Stone Science Future - SUPERNOVA by KANA-BOON [amq-80063].webm,medium,medium,Dr. Stone: Science Future,Dr. Stone: Science Future,Summer 2025,SUPERNOVA,KANA-BOON,44,"89,596",,,,,,
Toilet-Bound Hanako-kun Season 2 - Kagome Kagome by Masayoshi Oishi [amq-80008].webm,medium,medium,Jibaku Shounen Hanako-kun 2,Toilet-Bound Hanako-kun Season 2,Summer 2025,Kagome Kagome,Masayoshi Oishi,42,"89,353",,,,,,
Cardfight!! Vanguard Divinez Deluxe Finals - Feathered Dreams by Morfonica [amq-79961].webm,easy,easy,Cardfight!! Vanguard Divinez Deluxe Kesshou-hen,Cardfight!! Vanguard Divinez Deluxe Finals,Summer 2025,Feathered Dreams,Morfonica,29,"88,828",,,,,,
Chibi Godzilla Raids Again - Kaijuu-tou by Wednesday Campanella [amq-79960].webm,easy,easy,Chibi Godzilla no Gyakushuu,Chibi Godzilla Raids Again,Summer 2025,Kaijuu-tou,Wednesday Campanella,30,"21,536",,,,,,
Chibi Godzilla Raids Again - Ano Hi no Madness by OKAMOTO'S [amq-82296].webm,easy,easy,Chibi Godzilla no Gyakushuu,Chibi Godzilla Raids Again,Summer 2025,Ano Hi no Madness,OKAMOTO'S,16,"21,288",,,,,,
Turkey! Time to Strike - Hyakunichisou by Nagano-ken Ikkoku-kan Koukou Bowling-bu [amq-80128].webm,easy,easy,Turkey!,Turkey! Time to Strike,Summer 2025,Hyakunichisou,Nagano-ken Ikkoku-kan Koukou Bowling-bu,28,"89,521",,,,,,
Turkey! Time to Strike - Hyakunichisou by Tokuraka no Hime-tachi [amq-80627].webm,easy,easy,Turkey!,Turkey! Time to Strike,Summer 2025,Hyakunichisou,Tokuraka no Hime-tachi,32,"89,795",,,,,,
Gachiakuta - HUGs by Paledusk [amq-80097].webm,medium,medium,Gachiakuta,Gachiakuta,Summer 2025,HUGs,Paledusk,50,"88,255",,,,,,
Gachiakuta - LET'S JUST CRASH by Mori Calliope [amq-80968].webm,medium,medium,Gachiakuta,Gachiakuta,Summer 2025,LET'S JUST CRASH,Mori Calliope,50,"89,262",,,,,,
I Was Reincarnated as the 7th Prince So I Can Take My Time Perfecting My Magical Ability Season 2 - CALLING† by Kaede Higuchi [amq-80146].webm,easy,easy,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu o Kiwamemasu 2nd Season",I Was Reincarnated as the 7th Prince So I Can Take My Time Perfecting My Magical Ability Season 2,Summer 2025,CALLING†,Kaede Higuchi,39,"87,596",,,,,,
Puniru is a Kawaii Slime - Brun-Brun by Yu Sasahara [amq-80094].webm,medium,medium,Puniru wa Kawaii Slime,Puniru is a Kawaii Slime,Summer 2025,Brun-Brun,Yu Sasahara,43,"88,678",,,,,,
Solo Camping for Two - Akari wa Tooku by Skirt [amq-80153].webm,easy,easy,Futari Solo Camp,Solo Camping for Two,Summer 2025,Akari wa Tooku,Skirt,27,"89,296",,,,,,
Solo Camping for Two - Futari de Iyouka by HOKUTO [amq-80786].webm,easy,easy,Futari Solo Camp,Solo Camping for Two,Summer 2025,Futari de Iyouka,HOKUTO,23,"89,479",,,,,,
Tomica Heroes Jobraver Tokusou Gattai Robo - Tokusou Gattai! Jobraver by Yusuke (from Ireisu) [amq-69986].webm,medium,medium,Tomica Heroes Jobraver: Tokusou Gattai Robo,Tomica Heroes Jobraver: Tokusou Gattai Robo,Summer 2025,Tokusou Gattai! Jobraver,Yusuke (from Ireisu),46,"59,375",,,,,,
Milky☆Subway The Galactic Limited Express - Ginga-kei made Tonde Ike! by Candies [amq-80152].webm,easy,easy,Ginga Tokkyuu Milky☆Subway,Milky☆Subway: The Galactic Limited Express,Summer 2025,Ginga-kei made Tonde Ike!,Candies,30,"15,195",,,,,,
Harmony of Mille-Feuille - Omoidebanashi by Temarizawa Koukou Acapella-bu [amq-80372].webm,easy,easy,Utagoe wa Mille-Feuille,Harmony of Mille-Feuille,Summer 2025,Omoidebanashi,Temarizawa Koukou Acapella-bu,36,"89,430",,,,,,
